locus_tag	ftype	length_bp	gene	EC_number	COG	product
LFT_01309	CDS	429		3.1.-.-		Ribonuclease VapC44
LFT_01310	CDS	393				hypothetical protein
LFT_01311	CDS	564				hypothetical protein
LFT_01312	CDS	216				hypothetical protein
LFT_01313	CDS	261				hypothetical protein
LFT_01314	CDS	315				hypothetical protein
LFT_01315	CDS	747	xerC_4			Tyrosine recombinase XerC
LFT_01316	tRNA	78				tRNA-Arg(ccg)
LFT_01317	CDS	1713	clcB			Voltage-gated ClC-type chloride channel ClcB
LFT_01318	CDS	552				hypothetical protein
LFT_01319	CDS	237				hypothetical protein
LFT_01320	CDS	192				hypothetical protein
LFT_01321	CDS	1374	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
LFT_01322	CDS	684	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
LFT_01323	CDS	1002	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
LFT_01324	CDS	1029	moaA			GTP 3',8-cyclase
LFT_01325	CDS	327				hypothetical protein
LFT_01326	CDS	957				hypothetical protein
LFT_01327	CDS	231				hypothetical protein
LFT_01328	CDS	456				hypothetical protein
LFT_01329	CDS	459				hypothetical protein
LFT_01330	CDS	1491				hypothetical protein
LFT_01331	CDS	558				hypothetical protein
LFT_01332	CDS	1035	glk	2.7.1.2	COG0837	Glucokinase
LFT_01333	CDS	831	nagB	3.5.99.6		Glucosamine-6-phosphate deaminase
LFT_01334	CDS	2034	tkt	2.2.1.1		Transketolase
LFT_01335	CDS	273	tal_1	2.2.1.2		Transaldolase
LFT_01336	CDS	2661	tal_2	2.2.1.2		Transaldolase
LFT_01337	CDS	1488	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
LFT_01338	CDS	1749				hypothetical protein
LFT_01339	CDS	1245	oxyE	1.14.13.232		6-methylpretetramide 4-monooxygenase
LFT_01340	CDS	1404	tig	5.2.1.8		Trigger factor
LFT_01341	CDS	612	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
LFT_01342	CDS	1281	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
LFT_01343	CDS	654				hypothetical protein
LFT_01344	CDS	1248				hypothetical protein
LFT_01345	CDS	552	pgsA_2	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
LFT_01346	CDS	1389				hypothetical protein
LFT_01347	CDS	882	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
LFT_01348	tRNA	75				tRNA-Gln(ttg)
LFT_01349	CDS	945	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
LFT_01350	CDS	624	ctc		COG1825	General stress protein CTC
LFT_01351	CDS	564	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
LFT_01352	CDS	1095	ychF		COG0012	Ribosome-binding ATPase YchF
LFT_01353	CDS	369				hypothetical protein
LFT_01354	CDS	423				Single-stranded DNA-binding protein
LFT_01355	CDS	231	rpsR		COG0238	30S ribosomal protein S18
LFT_01356	CDS	948				hypothetical protein
LFT_01357	CDS	663	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
LFT_01358	CDS	225				hypothetical protein
LFT_01359	CDS	171				hypothetical protein
LFT_01360	CDS	570				hypothetical protein
LFT_01361	CDS	1452	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
LFT_01362	tRNA	86				tRNA-Leu(tag)
LFT_01363	CDS	768				hypothetical protein
LFT_01364	CDS	375				hypothetical protein
LFT_01365	CDS	762				hypothetical protein
LFT_01366	tRNA	86				tRNA-Tyr(gta)
LFT_01367	tRNA	75				tRNA-Gly(tcc)
LFT_01368	tRNA	76				tRNA-Thr(ggt)
LFT_01369	CDS	1200	tufA_1		COG0050	Elongation factor Tu
LFT_01370	tRNA	77				tRNA-Trp(cca)
LFT_01371	CDS	210	secE			Protein translocase subunit SecE
LFT_01372	CDS	555	nusG		COG0250	Transcription termination/antitermination protein NusG
LFT_01373	CDS	426	rplK			50S ribosomal protein L11
LFT_01374	CDS	699	rplA		COG0081	50S ribosomal protein L1
LFT_01375	CDS	525	rplJ		COG0244	50S ribosomal protein L10
LFT_01376	CDS	387	rplL		COG0222	50S ribosomal protein L7/L12
LFT_01377	CDS	5157	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
LFT_01378	CDS	4758	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
LFT_01379	CDS	375	rpsL			30S ribosomal protein S12
LFT_01380	CDS	474	rpsG			30S ribosomal protein S7
LFT_01381	CDS	2079	fusA		COG0480	Elongation factor G
LFT_01382	CDS	1200	tufA_2		COG0050	Elongation factor Tu
LFT_01383	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
LFT_01384	CDS	624	rplC		COG0087	50S ribosomal protein L3
LFT_01385	CDS	657	rplD			50S ribosomal protein L4
LFT_01386	CDS	288	rplW		COG0089	50S ribosomal protein L23
LFT_01387	CDS	822	rplB			50S ribosomal protein L2
LFT_01388	CDS	285	rpsS		COG0185	30S ribosomal protein S19
LFT_01389	CDS	333	rplV		COG0091	50S ribosomal protein L22
LFT_01390	CDS	681	rpsC		COG0092	30S ribosomal protein S3
LFT_01391	CDS	201	rpmC			50S ribosomal protein L29
LFT_01392	CDS	681				hypothetical protein
LFT_01393	CDS	399	rpsH		COG0096	30S ribosomal protein S8
LFT_01394	CDS	540	rplF			50S ribosomal protein L6
LFT_01395	CDS	354	rplR			50S ribosomal protein L18
LFT_01396	CDS	486	rpsE			30S ribosomal protein S5
LFT_01397	CDS	288	rplO			50S ribosomal protein L15
LFT_01398	CDS	1314	secY		COG0201	Protein translocase subunit SecY
LFT_01399	CDS	660	adk	2.7.4.3		Adenylate kinase
LFT_01400	CDS	759	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
LFT_01401	CDS	219	infA		COG0361	Translation initiation factor IF-1
LFT_01402	CDS	375	rpsM		COG0099	30S ribosomal protein S13
LFT_01403	CDS	630	rpsD		COG0522	30S ribosomal protein S4
LFT_01404	CDS	975	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
LFT_01405	CDS	465				hypothetical protein
LFT_01406	CDS	249				hypothetical protein
LFT_01407	CDS	180				hypothetical protein
LFT_01408	CDS	867	rmlD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
LFT_01409	CDS	858	otsB	3.1.3.12	COG0637	Trehalose-phosphate phosphatase
LFT_01410	CDS	1503	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
LFT_01411	CDS	1086	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
LFT_01412	CDS	1287	entS			Enterobactin exporter EntS
LFT_01413	CDS	1020				hypothetical protein
LFT_01414	CDS	315				hypothetical protein
LFT_01415	CDS	912	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
LFT_01416	CDS	1833				hypothetical protein
LFT_01417	CDS	1515	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
LFT_01418	CDS	2214	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
LFT_01419	CDS	768	purQ	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurQ
LFT_01420	CDS	774				hypothetical protein
LFT_01421	CDS	729				hypothetical protein
LFT_01422	CDS	714				hypothetical protein
LFT_01423	CDS	1473				hypothetical protein
LFT_01424	CDS	1131	mdtA_5			Multidrug resistance protein MdtA
LFT_01425	CDS	3213	swrC_2		COG0841	Swarming motility protein SwrC
LFT_01426	CDS	933	cmpR_2		COG0583	HTH-type transcriptional activator CmpR
LFT_01427	CDS	1425	bepC			Outer membrane efflux protein BepC
LFT_01428	CDS	732				hypothetical protein
LFT_01429	CDS	600				hypothetical protein
LFT_01430	CDS	771	ybhF_1		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
LFT_01431	CDS	561				hypothetical protein
LFT_01432	CDS	774	mimB	1.18.1.-		Propane 2-monooxygenase, reductase component
LFT_01433	CDS	1041				hypothetical protein
LFT_01434	CDS	1095	lcdH	1.1.1.108		L-carnitine dehydrogenase
LFT_01435	CDS	483				hypothetical protein
LFT_01436	CDS	696				hypothetical protein
LFT_01437	CDS	2196	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
LFT_01438	CDS	861	desV	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
LFT_01439	CDS	522				hypothetical protein
LFT_01440	CDS	714	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
LFT_01441	CDS	333				hypothetical protein
LFT_01442	CDS	207				hypothetical protein
LFT_01443	CDS	855				hypothetical protein
LFT_01444	CDS	885				hypothetical protein
LFT_01445	CDS	324				hypothetical protein
LFT_01446	CDS	180				hypothetical protein
LFT_01447	CDS	1806	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
LFT_01448	CDS	447	rcp1			Response regulator rcp1
LFT_01449	CDS	2625				hypothetical protein
LFT_01450	CDS	639	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
LFT_01451	CDS	1371	accC	6.3.4.14	COG0439	Biotin carboxylase
LFT_01452	CDS	474	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
LFT_01453	CDS	576	efp		COG0231	Elongation factor P
LFT_01454	CDS	450	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
LFT_01455	CDS	1395				hypothetical protein
LFT_01456	CDS	1287	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
LFT_01457	CDS	405	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
LFT_01458	CDS	708	gmk	2.7.4.8		Guanylate kinase
LFT_01459	CDS	285	remA		COG2052	Extracellular matrix regulatory protein A
LFT_01460	CDS	882				hypothetical protein
LFT_01461	CDS	2178				hypothetical protein
LFT_01462	CDS	1407	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
LFT_01463	CDS	411	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LFT_01464	CDS	921	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 2
LFT_01465	CDS	225				hypothetical protein
LFT_01466	CDS	900	bioW	6.2.1.14		6-carboxyhexanoate--CoA ligase
LFT_01467	CDS	1041	bioB	2.8.1.6		Biotin synthase
LFT_01468	CDS	1239				hypothetical protein
LFT_01469	CDS	903	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
LFT_01470	CDS	2220	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
LFT_01471	CDS	1167	ribD		COG0117	Riboflavin biosynthesis protein RibD
LFT_01472	CDS	633	ribE	2.5.1.9	COG0307	Riboflavin synthase
LFT_01473	CDS	204	yacG			DNA gyrase inhibitor YacG
LFT_01474	CDS	756	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
LFT_01475	CDS	540				hypothetical protein
LFT_01476	CDS	840	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
LFT_01477	CDS	540				hypothetical protein
LFT_01478	CDS	666				hypothetical protein
LFT_01479	CDS	834				hypothetical protein
LFT_01480	CDS	495				hypothetical protein
LFT_01481	CDS	948			COG0053	putative cation efflux system protein
LFT_01482	CDS	339				hypothetical protein
LFT_01483	CDS	1434				hypothetical protein
LFT_01484	CDS	423	ilvD_3	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
LFT_01485	CDS	1149	ilvD_4	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
LFT_01486	CDS	552				hypothetical protein
LFT_01487	CDS	660	cobQ_1			Cobyric acid synthase
LFT_01488	CDS	846	cobQ_2			Cobyric acid synthase
LFT_01489	CDS	1017	cobD		COG1270	Cobalamin biosynthesis protein CobD
LFT_01490	CDS	624	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
LFT_01491	CDS	534	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
LFT_01492	CDS	195				hypothetical protein
LFT_01493	CDS	1416	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
LFT_01494	tRNA	77				tRNA-Pro(cgg)
LFT_01495	CDS	300	yccX	3.6.1.7		Acylphosphatase
LFT_01496	CDS	1500	rpoS			RNA polymerase sigma factor RpoS
LFT_01497	CDS	333				hypothetical protein
LFT_01498	CDS	4578	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
LFT_01499	CDS	999	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
LFT_01500	CDS	2838	lutA			Lactate utilization protein A
LFT_01501	CDS	1119				hypothetical protein
LFT_01502	CDS	861				hypothetical protein
LFT_01503	CDS	813	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
LFT_01504	CDS	546	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
LFT_01505	CDS	846	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
LFT_01506	CDS	819	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
LFT_01507	CDS	885	folD			Bifunctional protein FolD protein
LFT_01508	CDS	576	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
LFT_01509	CDS	621		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
LFT_01510	CDS	1902				hypothetical protein
LFT_01511	CDS	699	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
LFT_01512	CDS	666	cmk	2.7.4.25		Cytidylate kinase
LFT_01513	CDS	1365	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
LFT_01514	CDS	909	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
LFT_01515	CDS	1023	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
LFT_01516	CDS	1098	pheA			Bifunctional chorismate mutase/prephenate dehydratase
LFT_01517	CDS	759			COG0217	putative transcriptional regulatory protein
LFT_01518	CDS	531				hypothetical protein
LFT_01519	CDS	1260				hypothetical protein
LFT_01520	CDS	1128	thiO	1.4.3.19	COG0665	Glycine oxidase
LFT_01521	CDS	1332	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
LFT_01522	CDS	720	sfsA		COG1489	Sugar fermentation stimulation protein A
LFT_01523	CDS	525	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
LFT_01524	CDS	411	chmD	1.1.1.364		dTDP-4-oxo-6-deoxy-D-allose reductase
LFT_01525	CDS	1050				hypothetical protein
LFT_01526	CDS	417	ndk	2.7.4.6		Nucleoside diphosphate kinase
LFT_01527	CDS	1038				hypothetical protein
LFT_01528	CDS	159				hypothetical protein
LFT_01529	CDS	1212	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
LFT_01530	CDS	1125	czcB			Cobalt-zinc-cadmium resistance protein CzcB
LFT_01531	CDS	3084	czcA_5			Cobalt-zinc-cadmium resistance protein CzcA
LFT_01532	CDS	384				hypothetical protein
LFT_01533	CDS	192				hypothetical protein
LFT_01534	rRNA	1556				16S ribosomal RNA
LFT_01535	tRNA	77				tRNA-Ile(gat)
LFT_01536	tRNA	76				tRNA-Ala(tgc)
LFT_01537	rRNA	2977				23S ribosomal RNA
LFT_01538	rRNA	110				5S ribosomal RNA
LFT_01539	CDS	1425	oppA		COG4166	Periplasmic oligopeptide-binding protein
LFT_01540	CDS	1146		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
LFT_01541	CDS	1608	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
LFT_01542	CDS	1314	hisZ			ATP phosphoribosyltransferase regulatory subunit
LFT_01543	CDS	1392	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
LFT_01544	CDS	708				hypothetical protein
LFT_01545	CDS	384				hypothetical protein
LFT_01546	CDS	603				hypothetical protein
LFT_01547	CDS	207	cspLA		COG1278	Cold shock-like protein CspLA
LFT_01548	CDS	276				hypothetical protein
LFT_01549	CDS	702				hypothetical protein
LFT_01550	CDS	786				hypothetical protein
LFT_01551	CDS	774				hypothetical protein
LFT_01552	CDS	915				hypothetical protein
LFT_01553	CDS	942				hypothetical protein
LFT_01554	CDS	177				hypothetical protein
LFT_01555	CDS	642				hypothetical protein
LFT_01556	CDS	399				hypothetical protein
LFT_01557	CDS	1017	nanM	5.1.3.24		N-acetylneuraminate epimerase
LFT_01558	CDS	1239				hypothetical protein
LFT_01559	CDS	1452				hypothetical protein
LFT_01560	CDS	1365				hypothetical protein
LFT_01561	CDS	879				hypothetical protein
LFT_01562	CDS	666				hypothetical protein
LFT_01563	CDS	1149	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
LFT_01564	CDS	528	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
LFT_01565	CDS	1362	hndC	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
LFT_01566	CDS	261				hypothetical protein
LFT_01567	CDS	795	cpoB_3			Cell division coordinator CpoB
LFT_01568	CDS	1422				hypothetical protein
LFT_01569	CDS	714	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
LFT_01570	CDS	138				hypothetical protein
LFT_01571	CDS	402				IS200/IS605 family transposase ISAba30
LFT_01572	CDS	1482	glgA	2.4.1.21	COG0297	Glycogen synthase
LFT_01573	CDS	849				hypothetical protein
LFT_01574	CDS	192				hypothetical protein
LFT_01575	CDS	1644	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
LFT_01576	CDS	1368				hypothetical protein
LFT_01577	CDS	1164				hypothetical protein
LFT_01578	CDS	945	xerD_2		COG4974	Tyrosine recombinase XerD
LFT_01579	CDS	1170	hemW		COG0635	Heme chaperone HemW
LFT_01580	CDS	456				hypothetical protein
LFT_01581	CDS	849	ravA	3.6.3.-	COG0714	ATPase RavA
LFT_01582	CDS	951				hypothetical protein
LFT_01583	CDS	1158				hypothetical protein
LFT_01584	CDS	690				hypothetical protein
LFT_01585	CDS	1233				hypothetical protein
LFT_01586	CDS	615				hypothetical protein
LFT_01587	CDS	1407				hypothetical protein
LFT_01588	CDS	1206				hypothetical protein
LFT_01589	CDS	294				hypothetical protein
LFT_01590	CDS	264				hypothetical protein
LFT_01591	CDS	879	Hgd	1.1.1.291		2-(hydroxymethyl)glutarate dehydrogenase
LFT_01592	CDS	726			COG1136	putative ABC transporter ATP-binding protein
LFT_01593	CDS	2559				hypothetical protein
LFT_01594	CDS	987				hypothetical protein
LFT_01595	CDS	273			COG4095	Sugar transporter SemiSWEET
LFT_01596	CDS	423				hypothetical protein
LFT_01597	CDS	426	cymR			HTH-type transcriptional regulator CymR
LFT_01598	CDS	1455				hypothetical protein
LFT_01599	CDS	819	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
LFT_01600	CDS	411	dksA_2			RNA polymerase-binding transcription factor DksA
LFT_01601	CDS	678	nth	4.2.99.18		Endonuclease III
LFT_01602	CDS	3147		1.18.1.2		Ferredoxin--NADP reductase
LFT_01603	rRNA	110				5S ribosomal RNA
LFT_01604	rRNA	2976				23S ribosomal RNA
LFT_01605	tRNA	76				tRNA-Ala(tgc)
LFT_01606	tRNA	77				tRNA-Ile(gat)
LFT_01607	rRNA	1557				16S ribosomal RNA
LFT_01608	CDS	2145	mcpA		COG0840	Methyl-accepting chemotaxis protein McpA
LFT_01609	CDS	867				hypothetical protein
LFT_01610	CDS	1989	pcrA_2	3.6.4.12		ATP-dependent DNA helicase PcrA
LFT_01611	CDS	3606	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
LFT_01612	CDS	891	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
LFT_01613	CDS	1068	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
LFT_01614	CDS	153				hypothetical protein
LFT_01615	CDS	546				hypothetical protein
LFT_01616	CDS	2037				hypothetical protein
LFT_01617	CDS	399				hypothetical protein
LFT_01618	CDS	183				hypothetical protein
LFT_01619	CDS	498				hypothetical protein
LFT_01620	CDS	819				hypothetical protein
LFT_01621	CDS	231				hypothetical protein
LFT_01622	tRNA	77				tRNA-Arg(cct)
LFT_01623	CDS	462				IS1595 family transposase ISDsba2
LFT_01624	CDS	654				hypothetical protein
LFT_01625	CDS	1479	bicA		COG0659	Bicarbonate transporter BicA
LFT_01626	CDS	864				hypothetical protein
LFT_01627	CDS	312				hypothetical protein
LFT_01628	CDS	363				IS1380 family transposase ISLsp3
LFT_01629	CDS	177				hypothetical protein
LFT_01630	CDS	1122				hypothetical protein
LFT_01631	CDS	417				hypothetical protein
LFT_01632	CDS	951				ISL3 family transposase ISPst9
LFT_01633	CDS	444				hypothetical protein
LFT_01634	CDS	225				hypothetical protein
LFT_01635	CDS	177				hypothetical protein
LFT_01636	CDS	249				hypothetical protein
LFT_01637	CDS	225				hypothetical protein
LFT_01638	CDS	96				hypothetical protein
LFT_01639	CDS	942				hypothetical protein
LFT_01640	CDS	654				hypothetical protein
LFT_01641	CDS	1221				hypothetical protein
LFT_01642	CDS	588				hypothetical protein
LFT_01643	CDS	981				hypothetical protein
LFT_01644	CDS	1716				hypothetical protein
LFT_01645	CDS	1164				hypothetical protein
LFT_01646	CDS	717				hypothetical protein
LFT_01647	CDS	588				hypothetical protein
LFT_01648	CDS	1233	yhaO		COG0420	putative metallophosphoesterase YhaO
LFT_01649	CDS	3528				hypothetical protein
LFT_01650	CDS	756				hypothetical protein
LFT_01651	CDS	684				hypothetical protein
LFT_01652	CDS	798	pal_4			Peptidoglycan-associated lipoprotein
LFT_01653	CDS	399				hypothetical protein
LFT_01654	CDS	288				hypothetical protein
LFT_01655	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
LFT_01656	CDS	333				hypothetical protein
LFT_01657	CDS	1533	emrB			Colistin resistance protein EmrB
LFT_01658	CDS	1383	ccoN1_2	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
LFT_01659	CDS	1089				IS256 family transposase ISAfe2
LFT_01660	CDS	768	pgm_1	5.4.2.2	COG0033	Phosphoglucomutase
LFT_01661	CDS	873	pgm_2	5.4.2.2	COG0033	Phosphoglucomutase
LFT_01662	CDS	2589	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
LFT_01663	CDS	915	auaH_1	1.1.1.394		Aurachin B dehydrogenase
LFT_01664	CDS	1386	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
LFT_01665	CDS	918	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
LFT_01666	CDS	2367	xpkA	4.1.2.9		Xylulose-5-phosphate phosphoketolase
LFT_01667	CDS	333				hypothetical protein
LFT_01668	CDS	1452	tolC_1			Outer membrane protein TolC
LFT_01669	CDS	906				hypothetical protein
LFT_01670	CDS	1779	ybhF_2		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
LFT_01671	CDS	1137	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
LFT_01672	CDS	1119	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
LFT_01673	CDS	693	tolQ_2			Tol-Pal system protein TolQ
LFT_01674	CDS	414	tolR_2			Tol-Pal system protein TolR
LFT_01675	CDS	654				hypothetical protein
LFT_01676	CDS	870				hypothetical protein
LFT_01677	CDS	2031				hypothetical protein
LFT_01678	CDS	675	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LFT_01679	CDS	1125	ackA	2.7.2.1	COG0282	Acetate kinase
LFT_01680	CDS	309				hypothetical protein
LFT_01681	CDS	621				hypothetical protein
LFT_01682	CDS	1341				hypothetical protein
LFT_01683	CDS	297	purS	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurS
LFT_01684	CDS	720	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
LFT_01685	CDS	1314	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
LFT_01686	CDS	402				hypothetical protein
LFT_01687	CDS	582	nusB			Transcription antitermination protein NusB
LFT_01688	CDS	486	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
LFT_01689	CDS	1203	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
LFT_01690	CDS	1779	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
LFT_01691	CDS	720	resA_4			Thiol-disulfide oxidoreductase ResA
LFT_01692	CDS	579		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
LFT_01693	CDS	1473	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
LFT_01694	CDS	543				hypothetical protein
LFT_01695	CDS	174				hypothetical protein
LFT_01696	CDS	564	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
LFT_01697	tRNA	77				tRNA-Pro(ggg)
LFT_01698	CDS	297	ihfA		COG0776	Integration host factor subunit alpha
LFT_01699	CDS	813	lpxA_1	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
LFT_01700	CDS	1635	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
LFT_01701	CDS	1239	lysC	2.7.2.4	COG0527	Aspartokinase
LFT_01702	CDS	1203	apgM			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
LFT_01703	CDS	1062	thrC_1	4.2.3.1	COG0498	Threonine synthase
LFT_01704	CDS	1332	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
LFT_01705	CDS	648				hypothetical protein
LFT_01706	CDS	1200	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
LFT_01707	CDS	426				hypothetical protein
LFT_01708	CDS	627				hypothetical protein
LFT_01709	CDS	576	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LFT_01710	CDS	405				hypothetical protein
LFT_01711	CDS	1407	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
LFT_01712	CDS	1137				hypothetical protein
LFT_01713	CDS	1089				hypothetical protein
LFT_01714	CDS	1071	hemH	4.99.1.1	COG0276	Ferrochelatase
LFT_01715	CDS	372				hypothetical protein
LFT_01716	CDS	198				hypothetical protein
LFT_01717	CDS	1446				hypothetical protein
LFT_01718	CDS	1053	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
LFT_01719	CDS	1524	lysS	6.1.1.6		Lysine--tRNA ligase
LFT_01720	CDS	1239	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
LFT_01721	CDS	744	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
LFT_01722	CDS	1212	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
LFT_01723	CDS	501	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
LFT_01724	CDS	663	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
LFT_01725	CDS	384				hypothetical protein
LFT_01726	CDS	558	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
LFT_01727	CDS	498	purD_1	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
LFT_01728	CDS	825	purD_2	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
LFT_01729	CDS	1569	purH		COG0138	Bifunctional purine biosynthesis protein PurH
LFT_01730	CDS	717				hypothetical protein
LFT_01731	CDS	759				hypothetical protein
LFT_01732	CDS	303	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
